c0,k0,sigma0,mu0,cf,kf,sigmaf,muf,fitness,temps
2.25079596099373,0.14350980073229466,1.2341171034222889,0.009542040572338331,0.889513963853878,0.29161406458032296,1.0327196077912542,0.010367542687176146,0.1335298360689146,90.00922999999966
2.3721661270145704,0.39901663205992427,1.6138148231028802,0.0079573014880899,0.8895500162168686,0.2916073400170265,1.0327071235385428,0.010368043703843581,0.13352983580419,124.67419399999926
1.7654758658001595,0.2200482452966359,1.2776275415060916,0.006310823959677831,0.889575940916997,0.2915992544197139,1.032713095814445,0.010367641801341232,0.13352983581689554,84.90482399999928
1.7957663811574085,0.32153988665744765,1.98286374763259,0.01121563322476112,0.8895215503253279,0.2916135635854043,1.0327036846928364,0.010367819027768906,0.13352983608009328,169.2838789999987
1.3473416569736836,0.21397122857220466,1.8798530259002515,0.005578484079128029,0.8895713778445723,0.2916019966151348,1.032711384978418,0.010367499824588317,0.13352983581088385,83.8221829999984
1.6547374180834389,0.12501064564580594,1.2734921276447941,0.007655453955390476,0.8895810414805774,0.29159998205605764,1.03270747798148,0.010368447045161286,0.13352983582203617,93.00768400000015
1.4433080084212344,0.13994310763271733,1.7374814203993698,0.009308387542470778,0.8895789607230784,0.2915994091244397,1.0327177125229543,0.01036778079795174,0.13352983589733622,72.83662600000025
1.9300607596257136,0.10437554272559785,1.9903551875094947,0.010979584122026907,0.8896013019010578,0.29159310236496716,1.032714742827682,0.010369301595189295,0.1335298359761265,84.20994900000005
1.1880113523401175,0.3797216673970515,1.3567828689473824,0.011934167609206223,0.8896147070209354,0.2915894348488848,1.0327148784451334,0.010367988558898483,0.13352983583539782,145.77114299999994
1.9457864543000594,0.24858435813969873,1.2661027919890915,0.014458204641839471,0.8895898744396478,0.29159600906938504,1.0327107690404143,0.010367409387682935,0.13352983583305292,126.8053689999997
1.960020989660187,0.164493825302325,1.6890393622123876,0.005720807642517154,0.8895895107105971,0.2915963783676566,1.0327115137099514,0.01036810583294485,0.13352983577673758,92.68598200000088
1.1456343994507299,0.14308288882010178,1.2907761051111668,0.01153650485562008,0.8895710686275751,0.29160264813245956,1.0327080300484615,0.010367900071757682,0.1335298358102473,76.84209499999997
1.0638473554976047,0.27717281156970397,1.8958699433391901,0.012287950699627003,0.8895809622874168,0.2915983483418055,1.0327102261243337,0.010368184722086407,0.1335298357962108,151.59350900000027
2.3932954636608272,0.285060561773732,1.4122704690246228,0.014812994535086995,0.8895937465940277,0.29159563867114824,1.0327086504653296,0.010368305741913747,0.13352983579879013,129.13765899999999
1.2434602431955977,0.2717045332303538,1.8378815697607578,0.010320376181254996,0.8894148276526314,0.29164231949164177,1.0326906401025118,0.010368090273491459,0.13352983735815174,109.89561799999865
1.1223197195464913,0.1670253051166833,1.6751686993393833,0.014399825164234095,0.8895440150805194,0.29160829690373735,1.0327120053870422,0.010368492998977043,0.13352983579440636,94.35603300000002
2.4140175282656267,0.20017691300168233,1.2834269042216115,0.011025253243102771,0.8895622920652732,0.2916032988293499,1.032709003678843,0.010368747730996847,0.13352983585332479,119.35449599999993
2.3373779778425425,0.10295036606119459,1.4948041670823122,0.011914459265043352,0.8894096379041545,0.29164193123429016,1.03271188893128,0.010367869247550995,0.13352983627982185,92.23612599999979
1.0285025878300913,0.11014627878242542,1.9823887247435288,0.008807741681788914,0.8895950625377541,0.29159586388354364,1.032705298681242,0.010368244039575585,0.1335298358537627,87.74525600000015
1.3438008726949477,0.16109415952020126,1.7714103430816897,0.008006328479130393,0.8896491865889822,0.29158186750128934,1.0327126116128675,0.010368228951272995,0.13352983591021408,88.22541899999851
2.361723231565652,0.3262048757051084,1.911625756991847,0.005653910297467609,0.8896204038729297,0.2915881754843007,1.0327135588763596,0.010368059945491344,0.13352983582476807,107.0925270000007
1.6203866981319672,0.10789830623800029,1.3365654857281828,0.004261322900060939,0.8895314786444326,0.29161209198010396,1.0327115467318104,0.010368484798611563,0.13352983580542926,117.54285399999935
1.1620902296079236,0.36859987831074253,1.3882948272400752,0.01114809376327295,0.8895438142539996,0.2916088535424025,1.0327082120669435,0.010367688641430763,0.13352983580622607,98.4721669999999
1.1854785930382616,0.33842853935102,1.4579669544549998,0.0061428551168704335,0.8895835675562589,0.29159883159429634,1.032709043470421,0.010367228848588459,0.13352983584982292,58.165123000000676
1.7769806502590915,0.2486018791916444,1.2715584013997234,0.01036485370669096,0.8895455918976738,0.2916068967450394,1.0327205244499682,0.010367969653259784,0.13352983597116336,74.16335400000025
2.3472366685022386,0.36788323676274604,1.3551608993989959,0.01075055758081246,0.8895633851396232,0.29160374114768783,1.0327151091728979,0.010368685718875462,0.1335298358619337,148.3521639999999
2.216034462000419,0.1731612636375383,1.7239090262793728,0.005620053987153147,0.8896279822401733,0.2915857024985498,1.0327114822168757,0.010368484123457082,0.1335298358945322,124.49605899999915
1.856940422107867,0.312917162394227,1.685020122705534,0.004189308856449753,0.8895323860406422,0.2916097313757978,1.0327166839896407,0.010366729176829669,0.13352983608467645,145.6804460000003
1.24360094887695,0.18952743849643888,1.6823395615683863,0.0035593903534527427,0.8895170476123013,0.2916175499081315,1.0327065153430495,0.01036847997149335,0.13352983595059031,101.5664340000003
1.9500467383418827,0.2971629719630763,1.3776347769120703,0.013121403890110829,0.8896001570227003,0.2915940265090132,1.0327173010835926,0.010368134554815068,0.13352983589970602,220.80389099999957
2.285038230307417,0.1171995916753037,1.6413746996475642,0.013506687904084658,0.8895253126735918,0.291613494989445,1.0327105719866525,0.010366480057696553,0.13352983604886184,91.93653199999972
1.1155768756171558,0.2014821199277426,1.3250461688785693,0.004224009870562997,0.8895987061093603,0.29159622113028927,1.032699297802401,0.01036844716534827,0.1335298361033432,75.1567959999993
1.5946876531345655,0.2919841522865473,1.5602875882378706,0.00203073802573541,0.8895681568296906,0.2916024575183526,1.0327108459312662,0.010368917212665169,0.13352983583699649,98.94430000000102
1.9883866627910274,0.2944503476089019,1.2737212246054812,0.013072351789188199,0.8895556502618409,0.29160562276060864,1.0327164718297885,0.0103677955918277,0.13352983586409634,111.78818499999943
2.356804047043072,0.23182541848306762,1.534189726567106,0.006973318944479281,0.8895911521546938,0.2915967089774283,1.0327083745173324,0.010368182348594691,0.13352983578922906,81.93213599999945
1.9760205978418872,0.1429069662043466,1.5845005220371169,0.010948506925966122,0.8895811977389523,0.2915986326043948,1.0327129213854622,0.010367119568961525,0.1335298358593332,81.40163299999949
2.360936866391102,0.20301990586099172,1.5711948890139684,0.013122911074576214,0.8895829163573579,0.2915995409962432,1.032705877504975,0.010368738626685168,0.13352983587656114,93.22928499999944
1.7497077038988356,0.1322298102682836,1.465834244231647,0.011169051676675737,0.8895414188162716,0.2916106637496406,1.0327073890952652,0.010367943705258358,0.13352983584754785,69.1322540000001
1.6902616249946096,0.326021204138105,1.9333634746056627,0.006330458628833532,0.8895999961630514,0.29159417008925775,1.0327077860656542,0.010367649325783431,0.13352983582364278,82.88109299999996
1.5512940676681506,0.10476079858774437,1.6550030689109927,0.007058521268373678,0.889472142421727,0.2916260293317967,1.0327114531283546,0.010367845271187674,0.13352983598438437,82.53036900000006
1.102846713252378,0.18052445667692935,1.8395716329455125,0.007830263342132587,0.8895815829737004,0.2915990601911189,1.0327054710129335,0.010368717176439654,0.13352983588961528,90.98095699999976
2.3783384678821333,0.22068812466965604,1.555865563735546,0.013186263715923203,0.889705057781313,0.2915655297005363,1.03270457645442,0.010369241154276041,0.1335298365234315,70.64140399999997
1.5685973947262972,0.2784333638730927,1.4870070925540309,0.0020715306685402226,0.8894826892337175,0.291625372057541,1.0327142727765524,0.01036743450343194,0.13352983602398688,195.80273800000032
1.173049653438977,0.3756086258803481,1.665949412891008,0.006689591882848572,0.8895809681694702,0.2915983496422887,1.032710087158014,0.010367221061818171,0.13352983586192887,79.87457899999936
2.102284974938234,0.19739237534685578,1.868535448835857,0.005228710069138522,0.8895352246811412,0.2916119241726372,1.0327033468555342,0.010366500628984334,0.13352983617120892,100.30744700000105
1.174327644409726,0.20113553430226583,1.8368576546898874,0.0022476847676622456,0.8895717766026034,0.2916030053764164,1.0327140351121582,0.010368082094970307,0.13352983597483553,88.59978899999987
1.8714850178116582,0.301120431298718,1.3020774361207454,0.01335603284461413,0.8895602663112475,0.2916044807864562,1.0327148312032057,0.010367284992605485,0.13352983587302794,142.26807399999961
2.203412984210565,0.15478217234832486,1.9783929938454416,0.011642079752018116,0.889570979215716,0.29160052199447783,1.0327160658599197,0.010367605285551987,0.13352983584504308,101.9617930000004
1.7060415656877232,0.11331989196001624,1.353346630219645,0.010657842014531523,0.8895748327929549,0.29160036872083617,1.032709774588366,0.010367260042430711,0.13352983583671876,74.29926700000033
1.633176053088626,0.36211958310360304,1.8534934860376855,0.008191440480832693,0.8896104569906258,0.2915910506128584,1.032707196078055,0.010368436736708361,0.13352983586999587,107.7959809999993
1.6988429249619676,0.1098936309875447,1.3924691194126457,0.0071296846096121184,0.8895738258800201,0.2915997814477242,1.0327116939388299,0.010367581900342697,0.13352983583001193,90.21131099999911
2.414492897961293,0.12088809366435144,1.7948705525117015,0.0065467021790985855,0.8895843169661131,0.2915985395800937,1.0327104926995512,0.010367373082551019,0.1335298358217101,110.60242900000048
1.2540344266506231,0.10713444433877006,1.2117527734219102,0.007484526571575503,0.8896172846481282,0.29159068584106124,1.032706532183869,0.010366452656558297,0.13352983612680264,74.20613799999956
2.2112351264038783,0.1944376736440838,1.7859233898223823,0.008124909345557041,0.8895691902030443,0.29160213495265175,1.0327092940834657,0.010368652579172816,0.13352983580589542,119.1129689999998
2.3224915846248333,0.3007613617868924,1.8890056386969247,0.010947286970613455,0.8895674528263408,0.2916020977389261,1.0327101176956135,0.010367448374880097,0.13352983581384495,75.91992599999867
1.5956606121310797,0.3047511059213213,1.4669480169471325,0.006571755845250627,0.889594385964976,0.29159430554790455,1.0327147565680121,0.010368616436835476,0.13352983586686135,92.92492099999981
1.4244869306727086,0.13065757505329925,1.9167247230366327,0.009165537841500213,0.8895723238597282,0.29160075693748855,1.0327155232146552,0.010368136789089696,0.13352983580899117,71.22567100000015
2.2026455972922756,0.24198092158962045,1.6514305711497053,0.007864332614792234,0.8895580404098838,0.29160604675429724,1.0327076475809966,0.010367578148189607,0.13352983583800962,92.71221499999956
1.9546146358141523,0.26304048295126636,1.5540533194095354,0.008010502533678304,0.8895069648368834,0.2916183775258325,1.032707846859022,0.010368541145232883,0.13352983586910333,87.27570100000048
2.2444341691964276,0.3869430452699934,1.553447871056392,0.013017670575486934,0.8895655540763707,0.2916047050610018,1.0327049300485505,0.010367754980122422,0.13352983590007753,149.96901499999876
1.694862361563923,0.13466017012500114,1.89038097615444,0.009352662728897782,0.8895935402935129,0.2915950641764382,1.0327124729405481,0.010367950570507031,0.13352983578953492,97.37272099999973
2.3253290508059106,0.2387515342371036,1.9621383617289663,0.008644568005608633,0.8894974933937811,0.2916223328788844,1.0327104063621273,0.010367624411584415,0.13352983598621904,115.50819600000068
1.2546862876703082,0.1417593319178412,1.5749555681745389,0.0033736819802103364,0.8895124129571375,0.29161731728735485,1.0327103622257727,0.010367917957304726,0.13352983582501265,95.67540599999847
1.8778144709066826,0.3868006773033133,1.6975375823642764,0.00588151157828722,0.8895330618962084,0.29161107504885775,1.0327145298752982,0.010367684778476206,0.13352983582370717,93.48012600000038
2.2923660342762315,0.16552544427231625,1.556450058870884,0.009240109059583989,0.8894769247761158,0.29162378187999743,1.0327156101630692,0.01036954994381193,0.13352983630905402,80.42883099999926
2.0591546549603663,0.25585019413760063,1.3760786170412662,0.00859436469208444,0.8895956929341533,0.29159485376538896,1.0327093706747692,0.010368934687475089,0.13352983587573786,93.06736099999944
1.5180120360962,0.27937852035699584,1.5549159339751422,0.010499381080869934,0.8895656345610207,0.29160392013911596,1.0327120459883727,0.010368864667769784,0.13352983588059553,94.74277900000016
2.29925685136542,0.2813184744272953,1.4863898473139292,0.013983162951353767,0.8895091803997048,0.2916181546892387,1.0327093166707808,0.01036774903874749,0.13352983584109568,80.79442600000039
1.5915384299388453,0.22715334968883846,1.5599418667948042,0.008995050508569268,0.8895306716572378,0.2916119067849821,1.0327082119626096,0.01036850540545884,0.13352983583488726,67.36577299999954
2.2458963512040717,0.18229417914333668,1.97740153223734,0.004089897075089345,0.8896065184011677,0.29159237631275425,1.0327167274607887,0.01036639099008858,0.13352983615896769,110.83060099999966
2.4374435220078774,0.10346485946458439,1.8336972959498514,0.011389901942170632,0.8895681547178613,0.291601814100535,1.0327017427015177,0.010368287186691739,0.1335298360984791,97.29524300000048
1.054092211788701,0.2679271610216986,1.3190068450288328,0.010165882179450407,0.8895411176263428,0.2916081969794476,1.0327118153446762,0.010367611925109077,0.13352983584650546,74.66148000000067
1.0343634173095126,0.33624141732061597,1.6341531312894537,0.00791917626762682,0.8895667978294834,0.29160227231474967,1.0327148518943419,0.0103679137914231,0.1335298357970402,106.83008999999947
1.7752044807001945,0.33234268277617024,1.3324757923751276,0.00797070920788935,0.8895446736011083,0.2916082706690063,1.0327147726390642,0.010367861763276295,0.1335298358112166,111.01037499999984
2.4466469037561858,0.1699974212370456,1.7577490814758139,0.0024469355883064816,0.8895997120989876,0.29159476499359593,1.0327076136376723,0.010368608257245105,0.13352983583743752,191.78071799999998
2.404123467019044,0.1907649119314092,1.3829731444839948,0.014533074556104121,0.8897265799867264,0.29156585480305974,1.0326918823358398,0.01036728011683884,0.13352983730812845,115.34278400000039
2.243152391029441,0.19720582580509718,1.8971326101865127,0.0139215030754339,0.8895730648995828,0.2916004596826718,1.0327084292648567,0.010367527633598042,0.1335298358452441,150.46429599999828
1.9902335643977336,0.16420512689202393,1.2556332513246107,0.007268279179405558,0.8895874069482762,0.29159535315851337,1.0327079213308215,0.010369499178046977,0.13352983628516246,87.09692599999835
2.2498398297615947,0.20958596892674364,1.91736966530656,0.0022847729887983306,0.8895822605830668,0.2915986744268337,1.0327151500335896,0.010366701081361106,0.13352983600071128,131.64214100000027
2.205480406794233,0.27779864053606584,1.9304775725007102,0.005033418535248341,0.8895572980932429,0.29160461482459027,1.032705553450678,0.010368031880912964,0.13352983590397483,155.81658099999913
2.291343135930181,0.18178174260766902,1.7839069887393135,0.013561893482811912,0.8895064343429481,0.29161888151248605,1.0327037070782148,0.010367731860205873,0.133529835965835,125.77542099999846
2.2657774547926257,0.3104732192059628,1.236198737046893,0.0027394652912884616,0.8895006237748542,0.29161871333368883,1.032712683992179,0.010367834305432144,0.1335298358897772,115.27075600000171
1.7757609571840118,0.21910049873632345,1.7124929363860582,0.003884254282114338,0.8895468130453716,0.29160976779057146,1.03271707810855,0.010366955936706133,0.13352983632656745,89.40125900000203
1.0954049884700146,0.2021428471427703,1.9070385081250427,0.011010688075351483,0.8895257266797716,0.2916120141947492,1.0327094319011083,0.010367573924300964,0.13352983593204004,79.968324999998
1.9395359374552155,0.12737563669833535,1.951567678160705,0.008725757267697871,0.8895674001927877,0.2916028983159117,1.032709559730399,0.010367382125584333,0.1335298358170987,108.52927900000213
2.1753407518264303,0.22422328662649968,1.8998287465473949,0.01456181519616676,0.8895439786561703,0.29160759597363634,1.0327046539628322,0.010367425688234379,0.13352983605987911,99.98070000000007
1.5353752012708934,0.13846766952179085,1.3235513304488864,0.0041961504342778845,0.8895656878999192,0.2916019692110827,1.0327121529192251,0.010367136737812192,0.1335298358801743,107.03006399999867
2.0958715528661065,0.3683076441408764,1.7107559835499115,0.011283670193094683,0.8895423256060571,0.2916080537123765,1.032718722147869,0.010368195553354331,0.13352983590685225,160.50749299999734
2.319482336261613,0.2718753102789508,1.2719350183017666,0.013501644710961602,0.8895284130952767,0.2916118207299865,1.0327128899118367,0.01036791987205065,0.13352983581399872,111.22412099999929
1.7694420568574856,0.3284388904171976,1.627989076174408,0.0037081688747041992,0.8895395531645833,0.29160878028793286,1.0327122118848084,0.010368458439690465,0.13352983582883368,79.76034599999912
2.314580149742617,0.2602896153941895,1.6038394457996432,0.004391251121719119,0.889517455066414,0.2916158431065739,1.0327095387903942,0.010367881744298157,0.13352983581427816,102.27320499999769
1.6397696197796223,0.23440792286447143,1.808062656324841,0.005274930257631649,0.8895941451271816,0.2915965691712113,1.0327140351608577,0.010368276494581712,0.13352983588931375,86.5409069999987
1.503652495253071,0.245006442064325,1.976261848560481,0.010835275009159956,0.889564410189765,0.2916028156281648,1.032713106369458,0.010368273391161129,0.1335298357799004,192.78493700000035
2.014112387759368,0.2561730724174696,1.824628267425501,0.009418766698335228,0.8895797481544421,0.2915987028143749,1.0327106924692528,0.010368049241842469,0.13352983578564312,82.38813500000106
1.5068275995713796,0.2079170915351848,1.492759739940908,0.004869228824630173,0.8895779364904287,0.29160070574256547,1.0327113652263444,0.010367319302702523,0.13352983586766548,97.78322000000117
2.3216488168100065,0.25862023658537076,1.70546270964545,0.010281361907422189,0.8895243235929331,0.29161371775720496,1.0327115465542682,0.010367129598964589,0.1335298358841659,103.67604200000278
1.0751156929794068,0.16725113083019355,1.7364261359512339,0.014160093777209913,0.8896072096676413,0.2915926451101662,1.0327105594067998,0.010368745845763687,0.1335298358445867,82.97222300000067
2.2953890415074136,0.15505090709698613,1.2011209591306382,0.014882376267299545,0.8894967750361563,0.2916217774017985,1.0327078439113926,0.01036742228991496,0.13352983592713447,63.59480900000199
2.4230893967285976,0.11871480450066618,1.7755240904849976,0.00531825463238007,0.8895549364443742,0.2916057155879225,1.032709222053068,0.01036873084173257,0.13352983582133116,103.28905099999974
1.0846580487973398,0.1808571730497004,1.869356571965277,0.003180359512534794,0.8895280845076465,0.29161231514657754,1.0327041669476327,0.010367649379562248,0.1335298359916456,91.05608700000084
2.3778742454433206,0.29363820242159916,1.4206103841608768,0.008395246954986486,0.889548592881807,0.2916069359440152,1.0327163515459277,0.010368508051257799,0.13352983585445047,111.11383299999943
1.778120962305802,0.3443153155918239,1.221379302173563,0.013352389672263565,0.8895813472994321,0.29160035806771734,1.0327108116620631,0.010368352011076753,0.13352983587074113,95.98100499999782
1.1656504150665061,0.16261216585161356,1.7328281251935718,0.004856465883619,0.8895264589241918,0.2916131778273817,1.0327114517359628,0.010368122804775351,0.13352983579123423,88.8412709999975
1.3768811982292872,0.28756473247906944,1.3549022998789284,0.01031468874030889,0.8894993913142786,0.29162025457250307,1.0327116363102,0.010368049502310617,0.1335298358402658,86.67548100000204
1.733091507048197,0.2670412426654651,1.7050006689298036,0.002198630783048033,0.8895033438378236,0.29162004053154816,1.0327110857490673,0.010368043590946681,0.13352983586707895,170.78610599999956
1.341031841606965,0.30046130849559616,1.8920367413004997,0.01481190942096033,0.8896221474494568,0.29158738313356064,1.0327131964686505,0.010368566259856462,0.133529835871366,88.09185100000104
1.3887363672174562,0.33625332579221345,1.4347384286041267,0.013293872359396509,0.8895835873566049,0.29159730389109006,1.032708362751197,0.010367414716781948,0.13352983590686585,113.32053799999994
2.377744114803691,0.18817479669373016,1.2649516783807881,0.010055159446785438,0.8895632764185153,0.29160337765003824,1.0327111234183723,0.010368855062296808,0.13352983582964895,118.6703239999988
1.103261733108952,0.19611385632731992,1.3345303329709566,0.014877455874491857,0.8895756882815327,0.2916017879585118,1.0327088171224392,0.010367819534676519,0.13352983584469497,78.59038400000281
2.2365202513846776,0.3044508879481399,1.3048054411993557,0.014485634584105817,0.8895711621081788,0.2915997805639965,1.0327091684422682,0.010367548786596185,0.13352983598224447,90.62476799999786
1.086185364501728,0.2585416412126567,1.7479515054334236,0.014414179970192724,0.8895902125033267,0.29159470219890876,1.0327135789932138,0.010368859486727933,0.1335298359773206,61.42415599999731
1.3757824942083423,0.360560045008492,1.4385414164665145,0.012213730851343581,0.8894770111286463,0.2916254014089841,1.0327154956835005,0.010368331531454125,0.13352983594692894,66.95683899999858
1.1218279909236633,0.18158777392837325,1.488712278248878,0.014921503320593636,0.8896107632474362,0.29159219329992286,1.032705886719465,0.010368705533644444,0.13352983589679548,102.07831100000112
2.4493119111428445,0.34476909536799477,1.7285320816995358,0.011105749637784625,0.8895598259477537,0.2916046309968795,1.0327099967734341,0.010367627389617468,0.13352983578566657,116.81379100000049
1.6358793812457164,0.37859640335819833,1.4064573200004271,0.0022374363099375324,0.8895849358432264,0.2915964956859203,1.0327182291550843,0.010368371003772586,0.13352983591001127,114.82741499999975
2.4306944626778626,0.18872521287658126,1.2334648595187439,0.007527327284410462,0.8895695546699969,0.2916037646176377,1.0327070984839288,0.010368221192915139,0.13352983587973635,85.13460199999827
1.5547462399290533,0.18183457003802694,1.2832630366781117,0.009085421409008488,0.8895809163482075,0.2915982834120006,1.0327129281375729,0.010368501626946665,0.13352983580681788,70.2102040000027
2.2207825935278853,0.2904291999046502,1.8755700384352605,0.008303504458743819,0.8887943684221213,0.29180474718338295,1.0327204061364093,0.010363528833592562,0.1335298483047454,52.59960399999909
1.2738959215319081,0.391760813395938,1.2142655088185756,0.006792737308121234,0.8895665283346554,0.2916022103719071,1.032717784727298,0.01036832558897018,0.13352983587703127,71.59966400000121
2.1616909073605393,0.3937101381717792,1.9944016981675772,0.0036742817627535207,0.8895856857744693,0.29159830515679763,1.0327088611676603,0.010368520938040807,0.13352983580266253,120.61703800000032
1.3443420423990529,0.14933093410728332,1.5170110504371617,0.014051264833339802,0.8895512915390531,0.29160631782125634,1.032717043619631,0.010367992810293589,0.13352983585431918,64.22010099999898
1.876100850494743,0.30867945649355577,1.681590682886721,0.01438078232140647,0.3986822211336143,0.5810314339435516,1.0307687771861667,0.012388433123213485,0.1378063968844041,86.95371400000295
1.43738617401555,0.17514249340520444,1.3662339079080301,0.00620705175510615,0.8895302888324419,0.2916116981371697,1.0327089349399434,0.010367698372713157,0.1335298358344723,67.66201100000035
1.7490366252872709,0.30903019397016757,1.804087681192852,0.004812600931078137,0.889529017376633,0.29161181188585716,1.0327159359710363,0.010368195400463482,0.13352983584250216,93.65888099999938
